的,dik7
焗,guk9
烴,ting1
焌,dzoen3
焌,tsoet7
烰,fau4
焄,fan1
焐,ng6
焓,ham4
焂,suk7
焜,gwan1
焠,tsoey3
焠,soey6
焞,toey1
焞,toen1
焞,soen4
焯,tsoek8
焯,dzoek8
烻,jin3
焮,jan3
焮,jan1
焱,jim6
煜,juk7
煖,nyn5
煖,hyn1
煇,fai1
煇,wan6
煇,fan1
煔,sim2
煒,wai5
煣,jau2
煣,jau5
煠,dza3
煁,sam4
煁,nam4
煝,mei6
煢,king4
煲,bou1
煸,bin1
煸,pin1
煋,sing3
煟,wai6
煍,tsiu2
煚,gwing2
熇,hok8
熇,hiu1
熇,haau2
熀,fong2
熅,wan1
熅,wan2
熅,wat7
煻,tong4
熗,tsoeng3
熲,gwing2
熯,jin5
熯,hon2
熯,hon3
熯,naan5
熛,biu1
熰,au1
熵,soeng1
熥,tung1
熜,dzung2
熳,maan6
燐,loen4
燅,tsam4
燅,tsim4
燂,taam4
燂,tsim4
熸,dzim1
燖,tsam4
燀,daan6
燀,tsin2
燀,dzin2
燁,jip9
燋,dziu1
燋,tsiu4
燔,faan4
燊,san1
燏,wat9
燚,jik9
燮,sit8
燮,sip8
燠,juk7
燡,jik9
燾,tou4
燾,dou6
爁,laam6
爌,kong3
爌,kwong3
爊,ou1
爊,ngaau4
爊,ngou4
爇,jyt8
爇,jyt9
爇,joek9
爓,jim6
爔,hei1
爝,dzoek9
爚,joek9
爞,tsung4
爟,gun3
爢,mei4
爣,tong2
爦,laam5
爩,wat7
爨,tsyn3
爰,wun4
爰,jyn4
牁,go1
牁,o1
牁,ho1
牂,dzong1
牄,tsoeng1
牉,pun3
牋,dzin1
牏,jy4
牏,tau4
牓,bong2
牖,jau5
牣,jan6
牴,dai2
牮,dzin3
牸,dzi6
牷,tsyn4
牾,ng5
牻,mong4
牼,hang1
牿,guk7
犉,soen4
犆,dat9
犆,dzik9
犅,gong1
犌,ga1
犎,fung1
犖,lok8
犗,gaai3
犓,tso1
犛,lei4
犚,wai3
犝,tung4
犦,bok9
犤,bei1
犣,lip9
犨,tsau4
犩,ngai4
犪,kwai4
犮,bat9
犰,kau4
犴,hon4
犴,ngon6
犴,hon6
犵,go1
犵,hat7
犿,faan1
犿,fun1
狃,nau2
狃,nau5
狁,wan5
犺,kong3
狖,jau6
狋,ji4
狋,ngan4
狘,hyt8
狘,jyt9
狌,sang1
狌,sing1
狑,ling4
狊,gwik7
狨,jung4
狫,lou5
狟,wun4
狷,gyn3
狷,gyn1
狷,gyn1
狺,ngan4
狴,bai6
狾,dzai3
狶,hei1
狳,jy4
狻,syn1
猁,lei6
猓,gwo2
猗,ji1
猇,haau1
猑,kwan1
猘,dzai3
猊,ngai4
狿,jin4
猞,se3
猒,jim3
猒,jim2
猒,jim1
猒,aat8
猋,biu1
猰,aat8
猱,naau4
猱,nou4
猧,wo1
猲,hot8
猲,hit8
猵,bin1
獀,sau1
猷,jau4
猼,bok8
猼,pok8
獂,jyn4
獂,wun4
猺,jiu4
獉,dzoen1
獍,ging3
獑,tsaam4
獘,bai6
獒,ngou4
獞,tung4
獞,dzong6
獞,dzong3
獟,hiu1
獝,wat9
獢,hiu1
獩,wai3
獧,gyn3
獬,haai5
獫,him2
獪,kui2
獳,nau6
獮,sin2
獯,fan1
獶,nou4
獶,naau4
獼,mei4
獼,nei4
獿,naau4
玁,him2
玃,fok8
玅,miu6
玆,dzi1
玈,lou4
玎,ding1
玖,gau2
玕,gon1
玗,jy1
玓,dik7
玔,tsyn3
玨,gok8
玟,man4
玥,jyt9
玤,pong5
玤,bung2
玡,je4
玭,pan4
玦,kyt8
玢,ban1
玢,fan1
玠,gaai3
珌,bit7
珈,ga1
珅,san1
珫,tsung1
珮,pui3
珓,gaau3
珙,gung2
珥,nei6
珥,ji6
玼,tsi2
珧,jiu4
珣,soen1
珩,hang4
琊,je4
琍,lei4
珸,ng4
琄,jyn6
琁,syn4
珽,ting5
琇,sau3
琀,ham3
珺,gwan6
琈,fau4
琯,gun2
琨,gwan1
琬,jyn2
琰,jim5
琫,bung2
琖,dzaan2
琚,goey1
琡,dzyt8
琭,luk9
琱,diu1
琲,pui3
琲,pei3
琿,wan4
瑛,jing1
瑄,syn1
瑊,dzam1
瑋,wai5
瑒,tsoeng3
瑒,joeng4
瑒,dong6
瑑,syn6
瑀,jy5
瑆,sing1
瑭,tong4
瑢,jung4
瑳,tso1
瑱,dzan3
瑱,din3
瑱,tin3
瑵,dzou2
瑲,tsoeng1
瑮,loet9
璋,dzoeng1
瑾,gan2
瑾,gan6
璇,syn4
璊,mun4
璆,kau4
璁,tsung1
瑽,tsung1
瑽,tsung4
璅,so2
璈,ngou4
璣,gei1
璘,loen4
璟,ging2
瑿,ji1
璚,king4
璚,kyt8
璠,faan4
璡,dzoen3
璩,koey4
璦,oi3
璗,dong6
璲,soey6
璫,dong1
璪,dzou2
璱,sat7
璿,syn4
璸,ban1
瓀,jyn5
璵,jy4
瓁,wok9
瓅,lik7
璺,man6
瓖,soeng1
瓔,jing1
瓘,gun3
瓚,dzaan3
瓛,wun4
瓝,bok9
瓝,paau4
瓞,dit9
瓟,bok9
瓟,paau4
瓠,wok9
瓠,wu4
瓠,wu6
瓨,gong1
瓬,fong2
瓴,ling4
瓻,tsi1
瓿,pau2
瓿,bau6
瓿,bou6
瓽,dong6
甀,dzoey6
甂,bin1
甂,pin1
甃,dzau3
甈,hei3
甍,mang4
甋,dik7
甑,dzang6
甑,dzang3
甒,mou5
甏,bong3
甔,daam1
甓,pik7
甖,aang1
甗,jin5
甝,hon4
甡,san1
甪,luk9
甮,fung6
甯,ning4
甯,ning6
甹,ping1
甽,hyn2
甽,dzan3
甿,mong4
甿,mang4
甿,man4
畀,bei3
畀,bei2
甾,dzoi1
甾,dzi1
畎,hyn2
畋,tin4
畇,wan4
畈,faan3
畛,dzan2
畟,tsik7
畟,dzik7
畟,tsak7
畤,dzi6
畣,daap8
畯,dzoen3
畬,se1
畬,jy4
畹,jyn2
畷,dzyt8
榃,taan4
榃,dam4
畽,toen2
畽,dung2
畾,loey4
疄,loen4
疌,dzit9
疐,dzi3
疐,dai3
疔,ding1
疔,deng1
疕,bei2
疘,gong1
疥,gaai3
疢,tsan3
疢,tsan2
疣,jau4
疧,kei4
痂,ga1
痂,ge1
疰,dzy3
痁,dim3
疻,dzi2
痀,jy2
痀,koey1
痀,koey4
疿,fai3
疿,fai2
疿,fei2
疶,sit8
疺,fat9
痎,gaai1
痏,fui2
痏,wai5
痌,tung1
痐,wui4
痠,syn1
痚,haau1
痡,pou1
痡,fu1
痦,ng6
痟,siu1
痤,tso4
痗,mui6
痗,fui3
瘀,jy1
瘀,jy2
瘀,jy3
痱,fai6
痱,fei4
痱,fai2
痱,fei2
痿,wai2
痳,lam4
痳,ma4
痯,gun2
瘏,tou4
瘃,dzuk7
瘃,dzuk9
痾,o1
痻,man4
痶,din2
痭,bang1
痵,gwai3
瘉,jy6
瘖,jam1
瘈,kai3
瘈,dzai3
瘈,gai3
瘕,ga2
瘕,ha4
瘕,ga1
瘕,ga3
瘥,tsaai3
瘥,tso4
瘙,sou3
瘝,gwaan1
瘜,sik7
瘣,waai6
瘚,kyt8
瘨,din1
瘛,tsai3
瘛,kai3
瘛,dzai3
瘺,lau6
瘯,tsuk7
瘯,dzuk9
瘭,biu1
瘱,ji3
瘽,gan2
瘳,tsau1
瘼,mok9
瘵,dzaai3
瘲,dzung3
瘰,lo2
瘰,loey4
癃,lung4
癉,daan1
癉,daan3
癉,taan1
癇,haan4
癇,gaan2
癘,lai6
癜,din6
癙,sy2
癐,gui6
癗,loey5
癠,dzai6
癠,dzik8
癠,tsai4
癪,dzik7
癵,lyn1
癿,ga1
皁,dzou6
皋,gou1
皕,bik7
皕,bat9
皝,fong2
皞,hou6
皛,jiu5
皛,kiu5
皦,giu2
皫,piu2
皫,piu3
皫,piu5
皪,lik9
皭,dziu3
皭,dziu6
皭,dzoek8
皭,dzoek9
皯,gon2
皴,soen1
皵,tsoek8
皵,tsik7
皸,gwan1
皻,dza1
皽,dzin2
皾,duk9
盄,diu3
盉,wo4
盝,luk9
盥,gun3
盦,am1
盩,dzau1
盬,gu2
盭,loey6
盳,maang4
盳,mong6
盱,hoey1
眇,miu5
眄,min5
眅,paan1
眊,mou6
盷,jyn4
盻,hai6
盻,paan3
眛,mui6
眐,dzing1
眣,dit9
眑,jiu2
眕,tsan2
眕,dzan2
眙,tsi3
眙,ji4
眚,saang2
眢,jyn1
眹,dzan6
眹,dzan2
眹,dzam6
眭,soey1
眱,ji4
眲,nik9
眲,nei6
眴,soen1
眴,soen3
眴,hyn3
眴,jyn6
眳,ming4
眽,mak9
眥,dzaai6
眥,dzi6
眥,dzai6
眵,tsi1
睏,kwan3
睆,wun2
睇,tai2
睄,saau3
睄,tsiu4
睍,jin5
睍,jin6
睅,hon6
睊,gyn3
睎,hei1
睋,ngo4
睥,pai5
睕,jyn2
睕,waan1
睟,soey6
睠,gyn3
睖,ling6
睚,ngaai4
睩,luk9
睩,luk7
睧,fan1
睔,gwan3
睭,dzau2
睼,dai6
瞂,fat9
睮,jy4
瞀,mau6
瞍,sau2
瞚,soen3
瞡,kwai1
瞜,lau4
瞢,mung4
瞵,loen4
瞫,sam2
瞲,hyt8
瞲,wat9
瞷,gaan3
瞶,gwai3
瞶,kui2
瞽,gu2
瞿,goey3
瞿,koey4
矂,tsou3
矉,pan4
矊,min4
矎,hing3
矎,hyn3
矓,lung4
矐,fok8
矐,kok8
矐,hok9
矔,gun3
矕,maan5
矘,tong2
矙,ham3
矞,wat9
矞,loet9
矞,jyt9
矧,tsan2
矬,tso4
矰,dzang1
矱,wok8
矸,gon1
矸,gon3
矸,hon6
矼,gong1
矼,hong1
矹,ngat9
矻,ngat9
矺,dzaak8
砆,fu1
砑,nga6
砒,pei1
砅,lai6
砏,fan1
砉,waak9
砠,dzoey1
砠,dzo2
砟,dzok9
砟,dza1
砟,dza3
砬,la1
砢,lo2
砢,o1
砢,lo5
砮,nou5
砫,tsy2
砫,dzy2
砳,laak9
砪,mou5
硎,jing4
硒,sai1
硉,loet9
砦,dzaai6
硐,dung6
硠,long4
硤,haap9
硤,gip8
硜,hang1
硭,mong4
确,kok8
硩,dzit8
硨,tse1
碓,doey3
碚,pui5
碔,mou5
碏,tsoek8
碕,kei4
碅,kwan1
碆,bo1
碙,gong1
碁,kei4
碲,dai3
碪,dzam1
碭,dong6
碨,wai3
硾,dzoey6
碫,dyn3
碞,ngaam4
碥,bin2
碻,kok8
磏,lim4
磌,tin4
磑,ngai4
磑,ngoi6
磑,hoi2
磑,wai3
磎,kai1
磔,dzaak9
磔,dzaak8
磈,faai3
磉,song2
磧,dzik7
磧,dzaak8
磝,ngou4
磩,tsik7
磥,loey5
磪,tsoey1
磞,pang4
磢,tsong2
磟,luk9
磟,luk7
磠,lou5
磳,dzang1
磻,pun4
磲,koey4
礅,doen1
磹,dim3
磾,dai1
礄,kiu4
磿,lik9
礓,goeng1
礉,hat9
礐,kok8
礒,ngai5
礝,jyn5
礛,gaam1
礛,laam4
礞,mung4
礧,loey6
礤,tsaat8
礩,dzat7
礩,dzat9
礩,dzi3
礱,lung4
礽,jing4
礿,joek9
祊,bang1
祊,paang1
祋,doey3
祋,doi6
祅,jiu1
祅,jiu2
祕,bei3
祗,dzi1
祗,dzi2
祔,fu6
祛,koey1
祏,sek9
祜,wu2
祓,fat7
祧,tiu1
祫,haap9
祴,goi1
祲,dzam1
祼,gun3
禂,tou2
禊,hai6
禋,jan1
禖,mui4
禕,ji1
禔,tai4
禓,joeng4
禗,si1
禚,dzoek8
禚,dzuk9
禡,ma6
禠,si1
禛,dzan1
禜,wing6
禤,hyn1
禫,taam5
禫,daam6
禨,gei1
禬,kui2
禬,kui3
禬,wui6
禰,nei5
禰,nei4
禴,joek9
禷,loey6
禸,jau5
禸,nau5
禺,jy4
离,lei4
秈,sin1
秅,tsa4
秅,dou3
种,dzung2
种,dzung3
种,tsung4
秏,hou3
秖,dzi2
秖,kei4
秖,dzi1
秬,goey6
秠,pei1
秠,pei2
秭,dzi2
秝,lik9
秺,dou3
秺,dou6
秷,dzat9
稊,tai4
稌,tou4
稌,dou6
稑,luk9
稘,gei1
稙,dzik9
稒,gu3
稛,kwan2
穊,gei3
穊,kei3
稰,soey1
稯,dzung1
稨,bin2
稹,tsan2
稹,dzan2
穋,luk9
穄,dzai3
穈,mun4
穈,mei4
穇,saam1
穜,tung4
穜,dzung2
穜,dzung3
穛,dzuk7
穛,tsoek8
穠,nung4
穟,soey6
穧,dzai6
穧,dzai3
穨,toey4
穮,biu1
穬,kwong3
穭,loey5
穵,waat8
穸,dzik9
窀,dzoen1
穾,jiu3
穾,ngaau5
窆,bin2
窅,jiu2
窋,dzyt8
窋,fat7
窌,gaau3
窌,paau3
窊,wa1
窕,tiu5
窕,diu6
窔,jiu2
窐,wa1
窢,wik9
窞,daam6
窨,jam3
窨,fan1
窫,dzaat8
窫,jaak8
窬,jy4
窴,tin4
窳,jy5
窶,goey6
窶,lau4
窵,diu3
窱,tiu5
窾,fun2
竀,tsing1
竀,tsang1
竁,tsoey3
竑,wang4
竘,goey2
竘,koey5
竫,dzing6
竮,ping4
竻,lak9
笐,hong4
笄,gai1
笓,pei4
笏,fat7
笊,dzaau3
笮,dza3
笮,dzok9
笮,dzaak8
笮,dzok8
笵,faan6
笴,gon2
笴,gou2
笴,go2
笥,dzi6
笥,si3
笰,fat7
笢,man5
笳,ga1
笘,dip8
笘,sim1
笘,sim3
笪,daat8
笱,gau2
笫,dzi2
笭,ling4
笯,nou4
笲,faan4
笲,bin6
筊,gaau2
筊,ngaau4
笻,kung4
筄,jiu6
筈,kut8
筌,tsyn4
筀,gai3
筘,kau3
筅,sin2
筠,wan4
筠,gwan1
筧,gaan2
筦,gun2
筤,long4
筭,syn3
筩,tung2
筩,tung4
筥,goey2
筳,ting4
筰,dzok9
筸,gon2
筣,lei4
箝,kim4
箄,bei6
箄,paai4
箈,tsi4
箜,hung1
箑,saap8
箑,dzit9
箐,dzing1
箛,gu1
箎,tsi4
箅,bai3
箅,bei2
箅,bei3
箘,kwan1
箘,kwan3
劄,dzaap8
箙,fuk9
篁,wong4
箠,tsoey4
箠,soey4
箠,dzoey1
篌,hau4
箾,siu6
箾,sok8
箯,bin1
篊,hung4
箵,sing2
簑,so1
篛,joek9
篦,bei1
篦,bei6
篣,pong4
篥,loet9
篚,fei2
篨,tsoey4
篨,tsy1
篹,syn2
篹,dzaan6
篔,wan4
篪,tsi4
篘,tsau1
篠,siu2
簏,luk7
篲,soey6
篲,wai6
簀,dzaak8
篿,tyn4
篿,dzyn1
篻,piu3
篴,dek9
篴,dik9
簋,gwai2
篳,bat7
簂,gwok8
簉,dzou6
簃,ji4
簁,sai1
篸,tsaam2
篸,tsam1
篸,dzaam1
篰,bou6
篱,lei4
簞,daan1
簜,dong1
簜,dong6
簩,lou4
簠,fu2
簟,tim5
簟,dim3
簭,sai6
簝,liu4
簝,lou4
簦,dang1
簨,soen2
簨,soen3
簰,paai4
籀,dzau6
簳,gon3
簹,dong1
簬,lou6
簻,gwo1
簻,dza1
籊,tik7
籊,dik9
籔,sau2
籔,sou2
籓,faan1
籜,tok8
籙,luk9
籛,dzin1
籚,lou4
籣,laan4
籧,koey4
籪,dyn6
籩,bin1
籯,jing4
籺,hat9
籸,san1
籸,sam3
籹,noey5
粔,goey6
粣,saan2
粢,tsi1
粢,dzi1
粞,sai1
粳,gang1
粳,gaang1
粲,tsaan3
粻,dzoeng1
粿,gwo2
粺,baai6
粺,bai6
糅,nau6
糅,jau2
糅,jau6
糈,soey2
糒,bei6
糔,sau1
糗,tsau3
糗,hau2
糗,jau2
糢,mou4
糝,saam2
糪,bok7
糲,lai6
糴,dek9
糱,jit9
糱,jip9
糷,laan6
糸,mik9
紃,tsoen4
紃,soen4
紞,dam2
紞,daam2
紞,dam3
紝,jam4
紝,jam6
紑,fau1
紘,wang4
紖,dzan6
紖,dzan3
紓,sy1
紟,gam1
紟,gam3
紟,kam1
紒,gai3
紼,fat7
紲,sit8
紱,fat7
紽,to4
紸,dzy3
絅,gwing2
紩,dit9
絁,si1
絇,koey4
紾,tsan2
紾,dzan2
紿,toi5
紿,doi6
絰,dit9
絘,tsi3
絯,goi1
絯,haai5
絯,haai6
絣,bing3
絣,bang1
絣,maang1
絓,gwa3
絓,wa6
絖,kwong3
絪,jan1
絭,gyn3
絜,git8
絜,kit8
絫,loey4
絫,loey5
絫,loey6
絎,hong4
絛,tou1
綈,tai4
綆,gang2
綀,so1
綍,fat7
絿,kau4
綅,tsam1
綅,tsim1
絺,tsi1
綎,ting1
綎,ting4
絻,man6
絻,min5
綃,siu1
絼,dzi6
綌,gwik7
綰,waan2
緇,dzi1
綧,dzoen2
綷,tsoey3
緂,taam1
綣,hyn3
綪,dzang1
綪,sin3
綪,sin6
緁,tsap7
緁,dzit9
緅,dzau1
綝,sam1
緎,wik9
緄,gwan2
緆,sik8
緆,sik7
緌,joey4
緌,joey5
綯,tou4
綖,jin4
綼,bik7
綟,lit9
綦,kei4
綮,hing3
綮,kai2
緉,loeng5
緹,tai4
緪,gang1
緪,gang3
緪,gang2
緧,tsau1
緗,soeng1
緺,gwa1
緺,gwo1
緺,wa1
緦,si1
緶,pin4
緶,bin1
緱,gau1
緱,kau1
緰,soey1
縞,gou2
縉,dzoen3
縡,dzoi2
縗,tsoey1
縠,huk9
縓,tsyn3
縓,tsyn4
縎,gwat7
縜,wan4
縕,wan1
縕,wan2
縕,wan3
縚,tou1
縢,tang4
縋,dzoey6
縏,pun4
縍,bong1
縍,bong2
繈,koeng5
縵,maan6
縿,saam1
縿,siu1
縿,tsaam1
縯,jan5
縭,lei4
繂,loet9
縳,dzyn3
顈,gwing2
縪,bat7
繀,soey3
繇,dzau6
繇,jau4
繇,jiu4
縩,tsoi3
縰,saai2
縻,mei4
縶,dzap7
繄,ji1
繙,faan1
繖,saan3
繣,waak9
繘,wat9
繘,gwat7
繘,loet9
繢,kui2
繑,hiu1
繑,kiu5
繠,joey5
繓,tsyt8
繶,jik7
繵,daan3
繵,tsin4
繵,dzin6
繸,soey6
繰,dzou2
繰,tsiu1
繰,sou1
繯,waan6
繯,waan4
繯,jyn6
繲,faai3
繲,haai5
繨,daat9
繻,soey1
繻,jy4
繾,hin2
纁,fan1
纀,buk9
纀,fuk9
纊,kwong3
纇,loey6
纈,kit8
纈,lit8
纋,jau1
纆,mak9
纑,lou4
纕,soeng1
纚,lei4
纚,saai2
纚,si2
纘,dzyn2
纛,duk9
纛,dou6
缾,ping4
缿,hong6
缿,hoeng3
罃,ang1
罃,aang1
罈,taam4
罋,ung3
罌,aang1
罌,ang1
罍,loey4
罏,lou4
罘,fau4
罟,gu2
罟,gu1
罜,dzy3
罡,gong1
罠,man4
罝,dze1
罝,dzoey1
罛,gu1
罣,gwa3
罣,wa6
罥,gyn3
罥,gyn2
罦,fu1
罦,fau4
罭,wik9
罫,gwaai2
罫,wa6
罧,sam1
罨,jim2
罬,dzyt8
罳,si1
罶,lau5
罻,wai3
罻,wat7
罺,tsaau1
罿,tsung1
罿,tung4
罾,dzang1
罾,dzang6
罽,gai3
羃,mik9
羆,bei1
羇,gei1
羉,lyn4
羌,goeng1
羑,jau5
羍,taat8
羖,gu2
羒,fan4
羕,joeng6
羜,tsy5
羝,dai1
羛,hei3
羛,ji6
羢,jung4
羠,ji4
羦,wun4
羥,koeng5
羥,tsoeng1
羧,so1
羯,kit8
羯,git8
羰,tong1
羭,jy4
羱,jyn4
羵,fan4
羳,faan4
羸,loey4
羷,lim5
翃,wang4
翂,fan1
翀,tsung1
翊,jik9
翋,laap9
翍,pei1
翐,dit9
翏,lau6
翏,liu4
翛,siu1
翛,suk7
翣,saap8
翥,dzy3
翥,dzy2
翭,hau4
翫,wun6
翫,waan4
翪,dzung1
翬,fai1
翦,dzin2
翨,tsi3
翮,hat9
翯,hok9
翽,wai3
翾,hyn1
翿,tou4
翿,dou6
耄,mou6
耇,gau2
耋,dit9
耑,dyn1
耑,dzyn1
耎,jyn5
耏,ji4
耏,noi6
耔,dzi2
耖,tsaau3
耖,tsaau2
耞,ga1
耡,tso4
耤,dzik9
耦,ngau5
耨,nau6
耩,gong2
耰,jau1
耵,ding1
耵,ding2
耾,wang4
聃,daam1
聏,ji4
聝,gwok8
聝,gwik7
聧,kwai4
聵,kui2
聹,ning4
聿,wat9
聿,loet9
聿,jyt9
肊,jik7
肓,fong1
肙,jyn1
肐,gat7
肐,gaak8
肐,gok8
肜,jung4
肏,tsou3
肏,tsaau3
肮,ong1
肸,jat9
肸,hat7
肸,hit8
肵,kei4
肭,noet9
肭,nat9
胄,dzau6
胠,koey1
胑,dzi1
胈,bat9
胂,san6
胂,san1
胣,tsi2
胙,dzou6
胜,sing3
胜,sing1
胜,saang1
胊,koey4
胕,fu4
胕,fu1
胉,bok8
胏,dzi2
胗,dzan1
胗,dzan2
胍,gwa1
胴,dung6
胲,goi1
胲,goi2
胲,hoi2
胲,haai5
胹,ji4
胵,tsi1
胵,tsi3
胻,hang4
脩,sau1
脰,dau6
脤,san5
脤,san6
脘,gun2
脘,wun2
脘,wun5
脟,lyt9
脟,lyt8
脟,lyn5
脬,paau1
脞,tso2
脡,ting5
脡,ting2
脕,maan6
脕,maan5
脝,hang1
脢,mui4
脢,mui6
胾,dzi3
胾,dzi1
胔,dzi3
胔,dzi6
胔,tsi1
腏,dzyt8
腇,noey5
脽,soey4
腍,jam6
腍,nam4
腍,nam5
脺,tsoey3
腤,am1
腤,am3
腠,tsau3
腷,bik7
腜,mui4
腩,naam5
腛,ak7
腢,ngau5
腢,jy4
腲,wai2
腞,syn6
腶,dyn3
腧,sy6
腯,dat7
腯,dat9
腯,toen5
腄,tsoey4
腡,lo4
腡,gwa1
膈,gaak8
膂,loey5
膉,jik7
膆,sou3
膃,wat7
膇,dzoey6
膇,doey3
膍,pei4
膌,dzek8
膌,dzik8
膋,liu4
膣,dzat9
膟,loet9
膕,gwok8
膗,tsoey4
膱,dzik7
膮,hiu1
膵,soey6
膵,tsoey3
膫,liu4
膰,faan4
膬,tsoey3
膴,fu1
膴,mou5
膲,dziu1
膷,hoeng1
膻,dzin1
膻,daan6
臄,koek9
臅,dzuk7
臇,dzoen3
臏,ban3
臑,ji4
臑,jy4
臑,naau6
臒,wu6
臐,fan1
臗,fun1
臕,biu1
臚,lou4
臛,fok8
臛,kok8
臙,jin1
臝,lo2
臞,koey4
臠,lyn5
臬,jit9
臬,nip9
臮,gei6
臲,jit9
臷,dit9
臿,tsaap8
舁,jy4
舂,dzung1
舄,sik7
舋,jan3
舕,tsaam3
舝,hat9
舠,dou1
舡,gong1
舡,syn4
舨,baan2
舯,dzung1
舸,go2
舸,ho2
舳,dzuk9
舺,gaap8
舴,dzaak8
舲,ling4
艉,mei5
艅,jy4
艋,maang5
艏,sau2
艓,dip9
艎,wong4
艑,bin1
艑,bin6
艕,pong3
艖,tsa1
艗,jik9
艛,lau4
艚,tsou4
艟,tung4
艟,tsung1
艞,tiu3
艤,ngai5
艡,dong1
艣,lou5
艨,mung4
艭,soeng1
艮,gan3
艴,fat7
艴,but9
艸,tsou2
艼,ding2
芀,tiu4
芀,siu4
艽,gau2
艽,kau4
艽,gaau1
艿,naai5
艿,jing4
芐,ha6
芐,wu6
芏,dou6
芏,tou2
芅,jik9
芎,gung1
芎,hung1
芎,kung4
芑,hei2
芓,dzi6
芓,dzi2
芃,pung4
芄,jyn4
芣,fau4
芰,gei6
芾,fai3
芾,fat7
芷,dzi2
芚,tsoen1
芚,tyn4
芚,toen1
芘,pei4
芘,bei3
芵,kyt8
芧,dzoey6
芧,tsy5
芮,joey6
芼,mou4
芼,mou6
芺,ou3
芴,fat7
芴,mat9
芨,gap7
芨,kap7
芡,him3
芩,kam4
芩,sam4
芤,kau1
芶,gau2
茆,maau5
苙,lap7
苙,lap9
苾,bat9
苾,bit7
苾,bit9
苹,ping4
茇,bat9
茇,pui3
苨,nai5
苨,nei5
茀,fat7
茺,tsung1
苴,dzoey1
苴,tsa1
苴,dza2
苴,tsoey1
苡,ji5
苲,dza3
苲,dza2
苵,dit9
苻,fu4
苶,nip9
苤,pei2
苠,man4
苺,mui4
荏,jam5
茳,gong1
荄,goi1
茙,jung4
荑,ji4
荑,tai4
荖,lou5
荁,wun4
茦,tsaak8
茜,sin3
茜,sai1
茢,lit9
荎,tsi4
茛,gan3
茈,tsaai4
茈,tsi4
茈,dzi2
茼,tung4
荍,kiu4
茖,gaak8
茠,hou1
茠,jau1
茷,fat9
茷,pui3
茷,bui6
茩,hau6
荇,hang6
荅,daap8
荓,ping4
茞,tsoi2
茞,dzi2
茧,gaan2
茧,gin2
荈,tsyn2
莆,pou4
莆,fu2
堇,gan2
荺,wan5
荴,fu1
莏,tso1
莏,so1
莕,hang6
莙,gwan1
莩,fu1
莩,piu5
莌,tyt8
莝,tso3
莛,ting4
莪,ngo4
莋,dzok9
荾,soey1
莰,ham2
莦,saau1
莚,jin4
菽,suk9
萸,jy4
菔,fuk9
菔,baak9
菟,tou3
茻,mong5
茻,mou5
菏,go1
菏,ho4
菹,dzoey1
菀,jyn2
菀,wat7
菀,wan2
菨,tsip8
菤,gyn2
菼,taam2
菼,tsim1
菶,bung2
萐,saap8
萐,sip8
萐,dzit9
菆,dzau1
菆,tsyn4
菫,gan2
莿,tsi3
萁,kei4
菝,bat9
菥,sik7
菘,sung1
菡,haam5
菡,aam2
菋,mei6
菎,kwan1
菖,tsoeng1
菵,mong5
菉,luk9
萏,daam6
萑,wun4
萆,bei1
菂,dik7
菕,loen4
菺,gin1
菑,dzi1
菑,dzoi1
菪,dong6
菻,lam4
菢,bou6
菾,tim4
萱,hyn1
葭,ga1
葆,bou2
葖,dat9
葶,ting4
葹,si1
蒍,wai2
葥,dzin3
葑,fung1
葍,fuk7
葽,jiu1
葙,soeng1
葴,dzam1
蔇,gei3
葞,mei5
萷,siu1
萷,sok8
萴,dzak7
葺,tsap7
葸,saai2
萲,hyn1
葅,dzoey1
萩,tsau1
菙,tsoey4
萭,goey2
萭,jy5
葰,dzoen3
葰,soey1
萹,bin1
萹,bin2
萹,pin1
葎,loet9
葌,gaan1
葒,hung4
蒎,paai3
葇,jau4
葄,dzou6
葠,sam1
葐,pun6
蓀,syn1
蓑,so1
蒗,long6
蒡,bong2
蒟,goey2
蓂,ming4
蒹,gim1
蒴,sok8
蓁,dzoen1
蒪,pok8
蒱,pou4
蒧,dim2
蒻,joek9
蒔,si4
蓇,gwat7
蓌,tso3
蒛,kyt8
蒯,gwaai2
蒯,faai3
蒨,sin3
蒶,fan4
蓏,lo2
蓏,lo5
蒠,sik7
蔆,ling4
蔤,mat9
蔏,soeng1
蔀,bou6
蔎,tsit8
蔉,gwan2
蔟,tsuk7
蔟,tsau3
蔊,hon2
蔊,hon6
蔧,soey6
蔧,wai6
蓺,ngai6
蔈,biu1
蔌,tsuk7
蔌,suk7
蓴,soen4
蓲,jau1
蔕,dai3
蔕,daai3
蔕,ding3
蓷,toey1
蓫,dzuk9
蓪,tung1
蓾,lou5
蓽,bat7
蔞,lau4
蔱,saat8
蔦,niu5
蓧,diu6
蓧,tiu4
蓨,sau1
蓨,tiu1
蓨,tiu4
蓰,saai2
蓯,tsung1
蔠,dzung1
蔯,tsan4
蕙,wai6
蕖,koey4
蕅,ngau5
蕫,dung2
蕍,jy4
蕓,wan4
蕡,fan4
蕘,jiu4
蕆,tsin2
蕆,dzin2
蕤,joey4
蕤,joey6
蕁,tsam4
蕢,gwai6
蕑,gaan1
蕣,soen3
蔾,lai4
蕛,tai4
蕮,sik7
蕕,jau4
蕧,fuk9
